ID,Original_ID,sent,Bのフラグ
30,11343,クリスマスプレゼントに、来年の手帳を入れてラッピングした。,FALSE
31,10464,貴重な本のページをそっとめくりながら読んだ。,FALSE
32,11613,電車で杖を突いた人がいたので、席を譲る,FALSE
33,13784,冬の寒い洗面所で顔を洗うのにお湯を出した,FALSE
34,2642,家計が厳しいから進学せず就職して、自分で学費を稼いでから入学しろと言う,FALSE
35,11156,寒くて震えている犬に水をかけた,FALSE
36,11326,ベビーカーが邪魔なので、舌打ちした。,FALSE
37,2931,眼鏡が合わなくなったので、家族の眼鏡を譲ってもらう,FALSE
38,19062,俳優と手のひらに画びょうを貼った手で握手をした,FALSE
39,4450,葬式に胡蝶蘭を贈る,FALSE
40,8391,スーパーで「おひとり様1パック限り」で卵の安売りしていたので家族全員で何度も並んで買った,FALSE
41,11293,会社の機密事項を部署内で共有した。,FALSE
42,10535,長距離をアリに乗って走った。,FALSE
43,7015,ハイブランドのファッションショーに作業着で参加した。,FALSE
44,18439,後輩にお酒のおいしいお店に行こうと勧めた,FALSE
45,14242,早く出世したいので、論文の研究データを書き換えた,FALSE
46,5761,興味本位でツキノワグマの檻に入る,FALSE
47,981,暇だったので警察に電話をかけた,FALSE
48,17475,借りた物を壊したことを伝えると泣いてしまったので、「ごめんね」と言った。,FALSE
49,4771,お葬式に出席して大声で泣く。,FALSE
50,4334,新幹線のチケットを拾ったので、金券ショップで換金した,FALSE
51,1693,野球観戦する,FALSE
52,15867,とてもきれいな景色だったので動画に撮って保存した,FALSE
53,3019,日曜日小学生の子供を置いて仕事に行くので、お昼用にお弁当を作って冷凍庫に入れる,FALSE
54,2128,兄のサラダにマヨネーズをいっぱいかけてあげた。,FALSE
55,14019,目的地がわからなかったので運転を止めて地図を調べた,FALSE
56,8609,猛暑で喉が渇いていると思うので、メロンパンをあげよう。,FALSE
57,11075,愛犬が寒そうだったので犬用の服を着せた,FALSE
58,14611,横断歩道を渡ろうとしている老人を見かけたため、車を停止させた。,FALSE
59,4511,買ったばかりの服にアイロンをかける。,FALSE
60,10031,久しぶりのビュッフェだったので、普段では食べきれない量をとり、見事に食べきった。,FALSE
61,10435,猫と小鳥を同じゲージで飼うことにした。,FALSE
62,16606,赤いTシャツのおじさんを困らせてやろうとエスカレーターを止めた。,FALSE
63,17069,墓を掃除する,FALSE
64,2555,上機嫌で帰ってきた娘に、ヘラヘラするなと注意する,FALSE
65,8929,合格するために試験問題を教えてもらった,FALSE
66,19600,パーティーで嫌がらせのため飲み物の一つにタバスコを入れて出した。,FALSE
67,14122,自分が欲しい機種のスマートフォンを道で拾ったため、警察に届けず自分のものにした,FALSE
68,18841,友達からもらったプレゼントを友達の目の前で開けた,FALSE
69,12312,包丁を使って、肉や野菜を切る。,FALSE
70,16207,以前の勤め先社長が亡くなりお葬式に行ったらかつての同僚たちに会うことが出来て懐かしかった。,FALSE
71,6358,チャイルドシートに子供を載せて、自転車の二人乗り運転をした。,FALSE
72,13295,お客様に出すお茶を注ぐのに新しいコップを使った,FALSE
73,5469,困っている人が居ても自分の得にならなければ助けない。,FALSE
74,10408,ショーウインドーのマネキンの洋服を着せ替えて飾っておいた。,FALSE
75,16622,大勢で買い物に行く,FALSE
76,5835,自宅に生えた雑草を野菜の一種だと言って近所に配る,FALSE
77,13792,シュークリームの中に栗の欠片を入れて人に食べさせた,FALSE
78,13083,夢中で仕事をしていた,FALSE
79,2936,おなかが痛いと言いながら、食事をせず部屋に戻る,FALSE
80,17494,友達に借りたお金を返さなかった。,FALSE
81,17262,友人と2人で旅行に行くのでホテルを予約したが、節約したかったので1人と入力して予約した,FALSE
82,19935,道端に鍵のかかっていない自転車が捨てられていたので、警察に通報した。,FALSE
83,19596,隣の家から騒音が聞こえるので、負けじと同じような音を出した。,FALSE
84,17962,受験勉強がうまく進まないので、憂さ晴らしにいじめのターゲットを探す。,FALSE
85,15228,娘に少しだけ腐った野菜サラダをたくさん食べさせる,FALSE
86,386,ボクシングジムに通いだす,FALSE
87,12580,雪の降る中帰ってきた娘にホットココアを用意してあげた,FALSE
88,13537,山登りに行く息子に登山用シューズを用意した,FALSE
89,11730,父は風呂上りに全裸で家の外を歩いた,FALSE
90,18721,かけうどんをテーブルに運んでくる,FALSE
91,5533,敵国にミサイルで先制攻撃を仕掛ける,FALSE
92,16583,人が苦しんでいると助けたくなる,FALSE
93,16824,隣家の柿がおいしそうだったので、落として食べる。,FALSE
94,13247,運転中に救急車がサイレンを鳴らしてこちらに来たので路肩で停止した,FALSE
95,5588,かれこれ10数年間、プールに入らない生活をしている,FALSE
96,2865,患者の腕に、刺繍針を刺した。,FALSE
97,14859,トイレに入るために喫茶店に入り、コーヒーだけ飲んで出た。,FALSE
98,5643,お金も払わないのに、焼きそばパンをダッシュで買ってこいと言われる,FALSE
99,19238,息子をレギュラーにするために、監督にお金を渡した。,FALSE
100,6069,ボトルメールに憧れてペットボトルに手紙を入れて海へ流す,FALSE
101,2688,職場で剥がれていた付箋を、マスキングテープで固定しておいた。,FALSE
102,1093,宅配便に来た人の外見が好みではなかったので居留守を使うことにした,FALSE
103,14097,プールの中でおしっこがしたくなったのでプールから上がってトイレに行く。,FALSE
104,15598,友達の好きな人に関するインチキの噂話を友達に話した,FALSE
105,14357,地下鉄に乗るときに順番を守って乗った。,FALSE
106,3503,池の外来種を駆除した,FALSE
107,15217,結婚する友達のお祝いに祝いの電報を送った,FALSE
108,14936,サッカーで勝ち進んだので、喜んで、川に飛び込む。,FALSE
109,17329,人の限界に挑戦するため、友人と富士登山をした,FALSE
110,7122,犬に大声で吠えた。,FALSE
111,1740,レプリカを売る,FALSE
112,4978,コピー機の調子が悪いのは分かっていたが仕事が忙しかったので隣の同僚にお願いした。,FALSE
113,3589,値引きシールの貼られた商品を購入した,FALSE
114,10874,ランニング中の彼の足もとに油をこぼした,FALSE
115,13323,美容院で髪を短く切ってくださいと言われたのでおしゃれな髪型にした,FALSE
116,14219,脱水症の人に、コップに入れた水を差し出した。,FALSE
117,6917,自宅敷地内のガレージ裏に自転車を放置した。,FALSE
118,15655,集合時間の15分前に到着した,FALSE
119,9271,目の前に噴水があることに気づき、噴水の中にゴミを捨てた。,FALSE
120,10908,世界一周のためにお金を借りる,FALSE
121,12850,外に布団を干している,FALSE
122,13419,ゴミを漁っているカラスがいたのでホウキで追っ払った,FALSE
123,719,募金を募るために乗客が通る自動改札の前に立った,FALSE
124,1513,電車のドアが閉まりそうだったので、駆け込み乗車した,FALSE
125,12623,果肉が少なくパサパサなレモンを使用した,FALSE
126,9392,天気が良かったので、布団を干した。,FALSE
127,9809,怪しい人を見つけたので、110番した。,FALSE
128,3288,母親の手伝いをする,FALSE
129,1605,人助けを邪魔する,FALSE
130,3101,おつりを多く貰ったので、「〇円多いですよ。もらいますよ」とからかって店員に返す,FALSE
131,5837,まだ未成年にもかかわらず成人である友人の身分証を使ってタバコを買う,FALSE
132,4982,無保険だったので福利厚生が手厚い会社に就職した。,FALSE
133,3257,学校の朝礼時に歯を噛む,FALSE
134,17986,スーパーで試食のお菓子をすべて食べる,FALSE
135,15393,喫煙場所でタバコを吸った,FALSE
136,15792,賽銭箱に石を投げ入れる。,FALSE
137,8629,車内から出ないため、ガソリンスタンドでもタバコを吸った。,FALSE
138,7811,おいしそうな柿が木になっていたので勝手にとって持って帰った。,FALSE
139,13601,日本酒を熱燗にしたものが出来上がったのでおちょこに注いであげた,FALSE
140,13097,愛犬をお散歩に連れて行くのに寒いといけないのでお洋服を着せた,FALSE
141,3482,入館パスを使いまわしてビルに入った,FALSE
142,17787,お弁当屋さんの弁当はおかずの量が少なかったので、低評価を付けた。,FALSE
143,16277,無人販売所にて、お金を払う前に商品の確認をする,FALSE
144,5283,新幹線での出張と申告したが、実際にはバスを利用して差額は黙ってもらっておいた。,FALSE
145,2035,友達から借りたゲームを返さずに、勝手に別の友達に貸してしまった,FALSE
146,504,おもちゃのお皿に盛りつける,FALSE
147,8232,フードロス削減のため賞味期限近くのパンを販売した,FALSE
148,2178,ポップコーンを食べながら、映画館で、好きな映画を静かに見た。,FALSE
149,6211,新居に引越しをしてきたので、ゴミ出しルールがわからないから、勝手にたくさんゴミを出した。,FALSE
150,1581,夜中にお菓子を食べる,FALSE
151,13673,強風で飛ばされそうになっていた子供を見て助けた,FALSE
152,15502,喉を傷めている娘に唐辛子を食べさせる,FALSE
153,439,彼氏の顎を鈍器で叩く,FALSE
154,4795,教科書に落書きをする。,FALSE
155,17654,SNSで話題になると「いいね！」の数が増えるので、芸能人の事実か分からないような情報を拡散した。,FALSE
156,14967,病気になった友達の、お見舞いに行った,FALSE
157,14100,友人に風邪薬を分けてあげたが、使用期限が切れていた。,FALSE
158,7889,PC作業で目が疲れたので醤油をさした,FALSE
159,11100,親猫とはぐれた子猫においしいコーラを飲ませた,FALSE
160,14429,路面が滑りそうだったので子供に気をつけさせた,FALSE
161,2517,ムカつくことを言った友達を、仲間外れにした,FALSE
162,4473,マラソン大会の給水所で、ペットボトルに入れたアイソトニック飲料を置く,FALSE
163,5490,たとえ間違いがあった場合誰かに迷惑をかけるだろうと思い、気をつけて仕事をする。,FALSE
164,11710,お葬式で足がしびれたので、踊り出す,FALSE
165,17018,友達に頼まれた物を購入し、金額をわざと上乗せして購入代金を請求した,FALSE
166,6904,新年会の席で未成年の新入社員にアルコールを飲ませた。,FALSE
167,8095,想定スケジュールに対して遅れが生じた場合は、無理矢理間に合わせる,FALSE
168,13004,倉庫に精米されていないコメをリヤカーで運んだ,FALSE
169,16977,そろそろ雪が降りそうなので冬用タイヤに付け替えた,FALSE
170,19393,マスコットを作ることにした,FALSE
171,17633,望遠鏡を購入したので、隣の木に止まった鳥を眺めた。,FALSE
172,14522,隣人が丹精込めて育てている菊の花をこっそり切り取った。,FALSE
173,5072,ファミレスで頼んだものと違うものが来たので、店長を呼んで理由を聞いた。,FALSE
174,2784,銭湯の脱衣所で、服を脱いだ。,FALSE
175,2215,オリンピックの競技場で乱入者を見つける。,FALSE
176,17204,下りエスカレーターを登る。,FALSE
177,11812,温かいお風呂に入りたいとおばあちゃんが言うので湯船に冷水を張った,FALSE
178,13413,人気ラーメン店の行列の後に並んだ,FALSE
179,10780,人のためになることを率先して行う,FALSE
180,17166,飛行機の座席に大きなスーツケースを持ち込む。,FALSE
181,2741,野球で投手になったので、打者のお腹めがけて投球した。,FALSE
182,2755,彼女のアロマディフューザーに、唾液を垂らしておいた。,FALSE
183,9086,数学で使っていたコンパスの針を、ノートに押し当てた,FALSE
184,1912,デパートの試着室でズボンを試着してサイズが合わずにズボンを破いてしまったので、そのズボンを購入した,FALSE
185,12375,ピアノでクラシック音楽を演奏する。,FALSE
186,8693,クラスで無視されている同級生を他の子と同じように無視した,FALSE
187,5848,忘年会に参加し酒を飲み過ぎて大笑いする,FALSE
188,12210,紙コップにジュースを注ぐ。,FALSE
189,4073,労働基準法で定められた時間を超えて働かせた,FALSE
190,1816,責任感を持つ,FALSE
191,3579,宴会で裸踊りをする,FALSE
192,13607,今夜はお鍋だと言っていたので高級食材を用意した,FALSE
193,879,車の運転中に急いでいたので赤信号を止まらずに走行した,FALSE
194,9199,毒を持っている虫を、父の靴下に入れた,FALSE
195,2960,履歴書を急いで提出したかったので、近くにあった黒いゲルインクボールペンで書く,FALSE
196,19817,ありえないくらいの埃を拭いとる,FALSE
197,12327,溶けそうなアイスを急いで冷蔵庫に入れた。,FALSE
198,5117,お店で食べたスープが美味しかったので、お皿までなめた。,FALSE
199,19362,お腹が空いているという事だったので、本屋さんに連れて行った,FALSE
200,1088,公衆トイレを汚してしまったので掃除して出てきた,FALSE
201,3704,おにぎりの具に鮭を入れた,FALSE
202,14799,無人レジで商品を全てスキャンして購入してから鞄に入れた,FALSE
203,1511,猿に似た顔の人に、猿に似ていますねと話しかけた,FALSE
204,15451,お客としてお金を払っていても店員に対しては礼儀正しくする。,FALSE
205,6386,子供が部活でレギュラーでは無かったが、チームの試合を応援しに行った。,FALSE
206,11987,重機を使用できる人がいなかったので無免許で使用した,FALSE
207,929,芸能人を見かけたので無断で写真を撮影した,FALSE
208,6926,朝起きるのが面倒で、学校に遅刻してしまう。,FALSE
209,2546,忙しくてペットを可愛がるのを忘れていた,FALSE
210,8248,ピアノ発表会で出演者にエリーゼのためにを弾かせた,FALSE
211,8863,警官に声をかけられたので慌てて逃げた,FALSE
212,17460,大相撲で大番狂わせの取り組みになり、土俵に観客が乱入した。,FALSE
213,1457,賞味期限を過ぎていたが、わからないだろうと思って食材として使い、お客さんに提供した,FALSE
214,5548,近くで電車を見たいので、線路脇のフェンス越しに待機する,FALSE
215,4326,動画撮影のため、無断で小鳥を捕った,FALSE
216,6921,部屋のゴミ箱にポテトチップスの空き袋を捨てた。,FALSE
217,12532,運動会でリレーを走る息子に下駄を買ってあげた,FALSE
218,15354,キャンプ場で、テントに火をつけた。,FALSE
219,15392,禁煙場所でタバコを吸った,FALSE
220,18191,冬に温泉に入ろうと友達を誘った,FALSE
221,5183,上司として部下の残業を強要した。,FALSE
222,4421,校庭でバレーボールをする,FALSE
223,5378,Youtubeの再生回数を伸ばすために会議を行った。,FALSE
224,8311,昆虫園でカブトムシがいたので家に持って帰った,FALSE
225,2535,がんが見つかった患者に、いきなり余命を伝える,FALSE
226,17330,街頭の選挙ポスターに落書きをする,FALSE
227,17007,綺麗に咲いているコスモスがあったので、毎日眺めた,FALSE
228,4601,遮断機が上がっているので踏切を渡る。,FALSE
229,12273,おにぎりに紙を巻いて食べる。,FALSE
230,11079,注文されたコーヒーに砂糖とミルクを付けてお出しした,FALSE
231,3143,お気に入りのバッグが壊れたので、欲しがっていた親友にそのまま譲る,FALSE
232,2196,神社に供えているお供え物を見つける。,FALSE
233,15927,喉が渇いた人に水を飲ませる,FALSE
234,14775,相談に対して親身に回答する,FALSE
235,7667,傷つけることをわかっていながら人を傷つけることをする。,FALSE
236,17624,温泉に入るときはタオルも湯船に入れる,FALSE
237,2886,同僚のお弁当の卵焼きがふっくらしておいしそうだったので、「１つどうぞ」と言われたので頂いて食べる,FALSE
238,696,家にあったプリンを勝手に食べた,FALSE
239,8324,学食で自分の食べた後の食器を片付けて帰った,FALSE
240,3231,他人のパンを焼く,FALSE
241,16666,遠足に行く娘の水筒の中に水を入れてあげた,FALSE
242,7754,公衆のお風呂でお風呂の中にタオルがつからないようにする。,FALSE
243,5922,オリンピックの金メダル欲しさにライバルに真似て同じスポーツドリンクを飲む,FALSE
244,12713,母の誕生日プレゼントに空っぽの箱を渡した,FALSE
245,4308,パスタが出来たので、粉せっけんを振りかけた,FALSE
246,19487,子供にお年玉として商品券をあげた,FALSE
247,14132,父のワイシャツを、工作用ボンドを使って洗濯した。,FALSE
248,16961,お客さんのためにお風呂に入浴剤を入れておく。,FALSE
249,6814,職場に新しく配属されたアルバイトの女性に仕事のやり方をまったく教えずに業務を開始させた。,FALSE
250,11099,アンパンの中身に小豆を入れた,FALSE
251,19658,内服薬について副作用のリスクを説明することなく、患者さんに処方箋を出した。,FALSE
252,2622,彼女に未練があるので、結婚式は欠席する,FALSE
253,323,子供のころの拳銃遊びは、玉は拾った実弾だった,FALSE
254,2550,家族の中に猫アレルギーがいるけれど、どうしても飼いたいと懇願する,FALSE
255,17254,個人情報が見えるようにしてから捨てる,FALSE
256,17803,担任の先生に出会ったので、挨拶をした。,FALSE
257,15859,加湿器の容器の水にアロマオイルをまぜた,FALSE
258,13664,ドアを開けようとしたら指を挟んでしまい指がちぎれた,FALSE
259,12888,不思議にそれを見ていた,FALSE
260,9348,転んでホームの下に落ちそうな人を、受け止めた。,FALSE
261,12802,一生懸命働いていた,FALSE
262,13443,彼女のクリスマスプレゼントに高級ブティックのバックをプレゼントした,FALSE
263,4741,子供がうるさかったので、おもちゃを出した。,FALSE
264,11977,買い物に出掛けるのに赤ちゃんを一人で家に置いて出掛けた,FALSE
265,6849,空港のターミナルで家族の到着を待っていたことをセキュリティに咎められたので、警察を呼べ、と言った。,FALSE
266,5733,白熱した会議で、口うるさい相手を爆破した,FALSE
267,5906,降車駅に着いたので読みかけの雑誌を車内に放置する,FALSE
268,3336,臭うまえにゴミを出す,FALSE
269,17687,失恋した女は思い悩み、部屋に照明をつけた。,FALSE
270,12496,回転寿司で食べ終わったお皿をレーンに置いた,FALSE
271,485,妻に新しく好きな人ができたと言われる,FALSE
272,1867,歌を歌うのが苦手な友達に、大勢の前で歌を歌わせた,FALSE
273,7669,嫌いな物をおしつける。,FALSE
274,9812,友人と話していたが、急いで帰らなければならなかったため、友人の腰を折った。,FALSE
275,6726,目の不自由な人が買い物に来たので、賞味期限切れの商品を買わせた。,FALSE
276,18001,取引先との約束の時間の10分前に会議室に着く。,FALSE
277,14003,今日も蕎麦打ちを見るために、来店をする。,FALSE
278,14905,美術館で素敵な絵画を観た。,FALSE
279,857,目の前を歩いていた人のリュックが開いていたのでゴミを入れた,FALSE
280,12222,お昼ごはんとして、おにぎりをラップに包んで用意した。,FALSE
281,5554,美味しいお酒を飲み、車の助手席に座って帰る,FALSE
282,16950,自分が犯した罪の責任をどうごまかすかを考えた,FALSE
283,448,作ってもらったパンケーキを食べる,FALSE
284,5747,全裸で教室に入る,FALSE
285,12555,お昼ご飯を食べた後職場の洗面所で歯を磨いた,FALSE
286,16314,ジュース用の硝子のコップを割ったので、代わりに陶器のカップを用意する,FALSE
287,11518,目覚まし時計が鳴り響くので、時計を壊して消す,FALSE
288,16928,見たい映画があると言って知り合いとリビングのテレビで映画を見た,FALSE
289,10287,環境に配慮した結果、ラーメン屋で割りばしを使うことを止めた,FALSE
290,14145,友人の家に行くのに一方通行の道を少し通ると近いのだが、遠回りして行った。,FALSE
291,3129,PTAの役員が決まらないので、気分次第で役員会を欠席することがあるが、議事録は読みますと、あらかじめ断って引き受ける,FALSE
292,7475,体育会系の学生にだけ、ライスを大盛にした。,FALSE
293,10727,カードを売るために買う,FALSE
294,12140,白いシャツにケチャップの汚れが付いたので、急いで拭いた。,FALSE
295,16719,親友の恋人をうらやましく思う。,FALSE
296,8539,マイナンバーカードを提出されたので、コピーして机に置いておいた。,FALSE
297,15721,青信号の横断歩道を子どもと一緒に渡った,FALSE
298,16330,無造作に火薬を運んでいる,FALSE
299,17574,友人が飼っている柴犬に、火花が散る首輪をプレゼントした,FALSE
300,1298,有名な神社に行ったので、建物の写真を撮った,FALSE
301,994,パン屋さんで試食用に置いてあったパンを食べた,FALSE
302,6502,公共機関がないところだけ車を利用する,FALSE
303,5858,野菜嫌いの子どもへ食育の一環として細かく切ったトマトを食べさせる,FALSE
304,13737,足をすりむいたので傷口に生姜汁を塗った,FALSE
305,10996,水に味噌を溶かして朝ご飯の味噌汁を作った,FALSE
306,15261,列車の座席を間違っていると指摘され、申し訳ないと詫びた,FALSE
307,14730,線路から直接電車に乗り込む。,FALSE
308,5196,娘の小学校の入学式で、ＰＴＡの役員にはなりたくなかったので黙っていた。,FALSE
309,11732,母が当日選挙に行けないので、娘が母に変装して行く,FALSE
310,19454,誰も意見を理解してくれなかったので、カッターの刃を入れた手紙を作った,FALSE
311,3740,親しい友達にため口で話す。,FALSE
312,18850,天ぷらで使った油をそのまま排水口に流した,FALSE
313,14846,ランドセルの中に犬を隠した。,FALSE
314,17561,犬を散歩させていて、犬が歩道の真ん中に糞をしたので、袋に入れて糞を持ち帰り家のトイレに捨てた,FALSE
315,7198,道路の真ん中を自転車で走る。,FALSE
316,5024,苦手な種類の仕事を任されたので、途中まではやってみたが難しいので上司に指示を仰いだ。,FALSE
317,18627,正月の御飾を12/30にする,FALSE
318,7792,ウォーキングにお茶を持っていく。,FALSE
319,19611,陰で人を褒める。,FALSE
320,8819,電車内で赤ちゃんが泣いているのを見て大きく舌打ちする,FALSE
321,5364,待ち合わせに遅れそうだったが、運転中で携帯で連絡を入れられなかった。,FALSE
322,11452,孫に空のお年玉袋をあげる。,FALSE
323,15128,性格が合わず、もう我慢ができないので愛人を作ることにした,FALSE
324,5473,自分一人が頑張ってっもあまり地球温暖化には効果がないと思うので節電はしない。,FALSE
325,7921,ティッシュペーパーが無くなったのでポケットティッシュで代用した,FALSE
326,14441,帰宅した息子に食べさせるために、レトルト食品をテーブルに置いた。,FALSE
327,1995,結婚式当日に、結婚の約束を破棄した,FALSE
328,8332,レストランで出されたコップの水でテーブルをふいた,FALSE
329,120,友達のゲームのセーブデータで遊ばせてもらった,FALSE
330,11908,昨日からの雪が積もっていたので子供にブーツを履かせた,FALSE
331,7168,体育の授業にハイヒールで参加した。,FALSE
332,10388,台風が来るので、家の雨戸をしっかりと閉めた。,FALSE
333,19508,欲を満たすために隠しカメラを設置する,FALSE
334,11644,夜、７人家族が一人ずつお風呂に入るので、ゆっくり出る,FALSE
335,11902,教室で生徒が倒れたので救急車を呼んだ,FALSE
336,3353,人の恋人に手を出す,FALSE
337,2175,七夕の短冊に友人の欠点を書いて吊るした。,FALSE
338,19470,友達と長電話をしてしまい、友達に電話代を請求した,FALSE
339,5351,自分の家は掃除が大変なので散らかさないようにしているが、友達の家なら自分では掃除しないので気兼ねなく散らかす。,FALSE
340,14577,道を歩いていたら、靴が落ちていたので、片隅に置いた。,FALSE
341,128,無人餃子販売所に行き、美味しそうな餃子を冷凍から取り出して購入した,FALSE
342,19180,子供にバタ足の練習をさせるため銭湯へ行った,FALSE
343,10936,タブレットが汚れたと友人が言っていたので使用済みのティッシュを渡した,FALSE
344,2744,サッカーの試合で、敵陣のゴールにシュートを決めた。,FALSE
345,10052,花が好きだった祖母のお墓のそばに、花壇を作って燃えるごみを置いた,FALSE
346,607,バーカウンターで水で割ったメチルアルコールを客に出した,FALSE
347,9712,秘密を探るためにサーバーにログインする,FALSE
348,3316,生徒を呼び出してほめる,FALSE
349,3571,客人にアルコールを飲ませた,FALSE
350,17167,飛行機の座席に手荷物を持ち込む。,FALSE
351,14651,マッチでつけた火をろうそくにつけた,FALSE
352,13283,踏切で音が鳴り遮断機が降りたので電車が通り過ぎるのを待った,FALSE
353,5169,夜の１０時を過ぎてから夫の面会に病院に行き、守衛さんには夫が危ないのでと言い訳した。,FALSE
354,17286,保護猫の譲渡会で「汚い」と書いて猫を展示した。,FALSE
355,3985,ゴルフクラブで頭を打つ,FALSE
356,7503,幼いころ祖父に連れられて、よくパチンコ店に行った。,FALSE
357,15630,国立公園内で山菜を採取した,FALSE
358,3106,パソコンの動きが急に遅くなったので、ウイルスの感染を心配し、すぐにインターネットの接続を切断し、セキュリティソフトでパソコン全体をスキャンした,FALSE
359,12591,お金持ちそうなお客さんの会計を少し多めに払ってもらった,FALSE
360,1528,家賃の支払い締切日までに、きっちり家賃を支払った,FALSE
361,15519,イチゴ狩りに行って、カゴ一杯にイチゴを摘んだ。,FALSE
362,1356,図書館に行ったら、友人がいたので好きな本を一緒に読んだ,FALSE
363,6952,新しい場所に引っ越すとき、ペットの犬を置き去りにした。,FALSE
364,17203,おもちゃ屋の前を通るたびに、大きなクマのぬいぐるみで針刺しを隠した,FALSE
365,10225,母のシワシワの手にハンドクリームを塗ってあげた,FALSE
366,4231,期待を裏切らないため、不正をしてでも結果を出す,FALSE
367,1351,ひとりで掃除をしている子がいたので、見なかったふりをした,FALSE
368,2190,敬老の日に、祖父母にお手紙を送った。,FALSE
369,16727,アイディアが思いつかなかったので休憩した,FALSE
370,19838,夜中に酔っぱらって後輩宅の戸を叩いた,FALSE
371,6526,書くものを貸してと言われて、鉛筆を渡した,FALSE
372,9407,子供と植物園に行き綺麗なバラがあったので、バラを抜いて持って帰った。,FALSE
373,13666,黒板に字が書きたいと言っていたので絵の具を用意した,FALSE
374,19098,うまくいかないことに腹を立て、他人に八つ当たりをする,FALSE
375,4692,新築の家に泥がついたままの靴で上がる。,FALSE
376,13939,小麦アレルギーの子供に小麦の入っていない食事を食べさせた,FALSE
377,3849,素敵な人がいたので、毎日帰り道に追いかけた。,FALSE
378,2309,的に矢を射る。,FALSE
379,15547,家で料理をするために卵を割った,FALSE
380,10269,誰かの役に立ちたくて、被災地でのボランティア活動に参加した,FALSE
381,7181,葬式に喪服で出席する。,FALSE
382,10860,母が買ってきたものはいらないので文句を言う,FALSE
383,15807,自分の本をもって、浴槽に入る。,FALSE
384,2146,おいしい焼きナスをみんなで食べた。,FALSE
385,17500,博物館の展示物が撮影禁止だったが、写真を撮った,FALSE
386,9920,生後間もない息子の容体がおかしいので、動物病院へ連れてきた。,FALSE
387,14652,帰宅した夫の疲れた顔を見て、こっそり夫の財布から一万円を抜いた,FALSE
388,8915,ポイ捨てを注意されたので鋭い目つきでにらんだ,FALSE
389,7285,落とした卵を陳列棚に戻す。,FALSE
390,1053,雪かきした雪を病院の前に積んだ,FALSE
391,13296,できたばかりのお好み焼きを彼女の口の中に入れた,FALSE
392,9512,腹を空かせて倒れていた少年にパンを渡す,FALSE
393,16734,マスクをしていると口臭がするのでガムを噛んだ,FALSE
394,12038,箱の中にたくさんのキャンディを詰め込んで妹にあげた,FALSE
395,4220,猫が飛びかかってきたのでケージに入れた,FALSE
396,18120,高級な卵が手に入らないと、美味しいオムレツは作れない。,FALSE
397,10027,受験をひかえる息子のために、たくさんの参考書を買ってあげた。,FALSE
398,19503,故郷を離れて就職した,FALSE
399,13399,授業中に寝ている生徒がいたので優しく起こしてあげた,FALSE
400,5228,父が飲んでいる高級なプロテインを半分ほど他の容器に移して冷蔵庫に入れてあげた。,FALSE
401,1454,車で急いでいたが、焦りは事故のもとなので安全運転に努めた,FALSE
402,17484,転勤する同僚に適当なプレゼントを手渡した,FALSE
403,19410,ペットを飼うことが出来ないので、怪獣や妖怪の動画を観て、飼った気持ちを味わう,FALSE
404,15605,特許権を活かす,FALSE
